GeneID,Control_1,Control_2,Control_3,Treated_1,Treated_2,Treated_3
FBgn0000251,2.35807222318508,1.61209372690346,0.0596736892726561,1.48027043633697,1.75889530699344,0.436426969465901
FBgn0000253,188.688463301806,75.827777506698,666.756753792792,191.61681613576,92.694366010251,98.962113327639
FBgn0000256,7.2701471658944,2.7237699002417,1.71210208691981,2.97176815982326,2.98446506228266,4.54486157307115
FBgn0000257,37.2985651437358,26.4817590144017,25.537408913193,26.973676936278,30.3139423083657,19.001747548295
FBgn0000259,153.94186753906,118.562124774525,116.790647035362,171.402975063004,175.79046860469,166.836386943324
FBgn0000261,117.781843531707,103.439202029927,106.454000917402,161.140829475829,156.757701814438,161.859916751906
FBgn0000273,149.622113702634,86.1918175344208,76.9340808866067,132.729335080166,167.351568003106,103.29131766526
FBgn0000274,4.3545601150485,2.99677822310846,0.0372425307781296,2.26761040653535,1.48724967780006,0
FBgn0000276,0,0,0,0,0,0
FBgn0000278,0,0,0,0,0,0
FBgn0000279,0,0,0,1.23721884880287,0,0
FBgn0000283,106.484817740262,92.1980881599712,99.9906113586773,159.114515824782,172.420078658406,116.773947092715
FBgn0000286,9.65782294887987,13.0186637582884,13.180811271279,15.1957489306292,11.2717562051004,13.1155896416935
FBgn0000287,2.46057415415106,0.30884894895477,0.864292060928791,0.157500090627657,0.989180458840952,0.124860244036259
FBgn0000289,103.897212850246,87.3645850847704,89.9107630251542,126.722914494548,153.127114432636,114.152775915833
FBgn0000299,37.8457365831655,15.8226269729448,11.3906162631738,420.659243577621,242.852009382849,467.538317481222
FBgn0000303,1.09544782252256,0,0,0.741471695841239,0.0818781248517178,0
FBgn0000307,97.1524126706721,64.3146446079427,66.0795506492129,97.1051341666562,99.911920844801,78.0450158293482
FBgn0000308,216.795477011067,578.650388763414,642.340438068527,503.332246635399,423.723091987575,581.536503615746
FBgn0000316,47.213961819917,55.3596666420283,59.675998132286,108.211662733914,90.0855999677934,93.3339902234567
FBgn0000317,29.8068698918245,19.5681785197448,19.6842035051406,30.1630479981784,37.2223689539153,29.5155400747903
FBgn0000318,254.761202910547,358.957398972876,345.814452456844,186.658180506514,184.114599575094,153.186110714568
